time_ms,date,count,x,y,z

1606233002674,"Tue Nov 24 10:50:02 EST 2020",1,-179.995,810.001,-247.874,NaN,NaN,NaN,NaN,NaN,NaN
1606233375844,"Tue Nov 24 10:56:15 EST 2020",2,-179.995,810.001,-251.454,-179.995,810.001,-247.914,0.0,0.0,-3.5400000000000205
1606233424918,"Tue Nov 24 10:57:04 EST 2020",3,-280.0,810.0,-373.923,-179.995,810.001,-251.494,-100.005,-9.999999999763531E-4,-122.429
1606233582767,"Tue Nov 24 10:59:42 EST 2020",4,-179.996,810.001,-261.494,-179.995,810.001,-251.494,-0.0010000000000047748,0.0,-10.000000000000028
1606233614952,"Tue Nov 24 11:00:14 EST 2020",5,-300.0,810.0,-362.313,-179.996,810.001,-261.534,-120.00399999999999,-9.999999999763531E-4,-100.779
1606233702690,"Tue Nov 24 11:01:42 EST 2020",6,-179.996,810.001,-275.814,-179.996,810.001,-261.534,0.0,0.0,-14.28000000000003
1606233722931,"Tue Nov 24 11:02:02 EST 2020",7,-300.0,810.0,-349.793,-179.996,810.001,-275.854,-120.00399999999999,-9.999999999763531E-4,-73.93900000000002
1606233770533,"Tue Nov 24 11:02:50 EST 2020",8,-179.996,810.001,-286.434,-179.996,810.001,-275.854,0.0,0.0,-10.580000000000041
1606233789861,"Tue Nov 24 11:03:09 EST 2020",9,-300.0,810.0,-338.173,-179.996,810.001,-286.474,-120.00399999999999,-9.999999999763531E-4,-51.69900000000001
1606233822692,"Tue Nov 24 11:03:42 EST 2020",10,-179.997,810.001,-300.194,-179.996,810.001,-286.474,-0.0010000000000047748,0.0,-13.720000000000027
1606233841116,"Tue Nov 24 11:04:01 EST 2020",11,-300.0,810.0,-325.673,-179.997,810.001,-300.234,-120.00299999999999,-9.999999999763531E-4,-25.43900000000002
1606233872756,"Tue Nov 24 11:04:32 EST 2020",12,-179.997,810.001,-312.354,-179.997,810.001,-300.234,0.0,0.0,-12.120000000000005
1606233890122,"Tue Nov 24 11:04:50 EST 2020",13,-300.001,810.0,-313.833,-179.997,810.001,-312.394,-120.00399999999996,-9.999999999763531E-4,-1.4390000000000214
